1s3x,7shk,1ul1,3cf3,6u8q,6z80,7b7u,7r04,7lsy,3lue,7sfw,7ege,6vzm,7etm,6tps,7mei,7vtq,6z6o,4cr2,6id1
5,5,5,4,4,4,4,3,3,3,3,3,3,2,2,1,1,1,1,1
